,Course ID,Subject,Number,Title,Description
6587,48543,GPLL,478,Scholarships for International Doctoral Students,"There are a variety of available funding resources open to international students who are completing doctoral research at Concordia University. 

Join us to learn more about the range of funding opportunities offered to non-Canadian PhD students by the Canadian and Quebec governments, as well as numerous foundations and companies.   

~~~

In this workshop, participants will:
1. Increase their awareness of funding opportunities for international doctoral students.
2. Learn about application processes for some awards programs.

~~~

This workshop is led by Dolly Grewal, External Awards Advisor, Graduate Awards, School of Graduate Studies.

Dolly Grewal is a Graduate Awards Advisor at the School of Graduate Studies. Prior to joining Concordia University, she worked for Global Affairs Canada at the Department of Foreign Affairs and International Trade (DFAIT) and received a Master?s degree in International Development from University of Ottawa. Currently, she is responsible for the evaluation process of external scholarships as the Scholarship Liaison Officer at Concordia University."
6588,48544,ACCO,360,Principles of Auditing,"This course examines the concepts and methods of auditing and how internal and external audits are integrated in a more general corporate governance and risk management framework. The importance of the design and monitoring of effective internal controls is highlighted. The objectives, concepts and methods of auditing are illustrated with examples and short cases. They are also applied to solve simple problems and cases. 
Prerequisite: COMM 305
NOTE: Students who have received credit for ACCO 450 may not take this course for credit."
6589,48545,MECH,6341,ENGINEERING ANALYSIS OF SMART MATERIALS AND STRUCTURES,"Topics include introduction to smart materials and structures; overview of mathematical models for mechanical and electrical systems; mathematical representation of smart systems; piezoelectric materials and their constitutive equations; electromechanical coupling in piezoelectric based systems and structures and their governing equations; shape memory alloys and their constitutive models; electrical activation of shape memory alloys and their dynamic modelling; electrorheological (ER) and magnetorheological (MR)
fluids and elastomers; constitutive models for ER and MR fluids and elastomers; dynamic modelling and vibration analysis of ER and MR based adaptive devices and structures; application of smart materials as energy dissipating elements in structural systems for passive, semi-active and active vibration control; application of smart materials in motion control. A project is required."
6590,48551,CHEM,203,Forensic Analysis,"This course introduces the non-science student to the fundamentals of chemical analysis as it is used in modern forensics.  It introduces the basic concepts of the scientific method, molecules and chemical reactions, primarily focusing on chemical analysis.  The key techniques used in modern forensics are presented with application in drug, DNA, fingerprint, explosive and combustion/arson analysis.

NOTE:  This course is not a prerequisite for any Chemistry course.  Students in programs leading to the BSc degree may take this course as an elective, but may not take this course for credit to be applied to their program of concentration."
6591,48552,CHEM,204,From Alchemy to Modern Chemistry:  A Historical Evolution of Chemistry,"This course examines the development of chemistry before the 20th century from the Greek, Chinese and Islamic religions and philosophies to the development of measurement and instrumentation to analyze matter. The objective is to understand the roots of modern chemistry, and look at contributions and principles that are representative of the period in which they emerged.
NOTE: This course is not a prerequisite for any Chemistry course. Students in programs leading to the BSc degree may take this course as an elective, but may not take this course for credit to be applied to their program of concentration."
6592,48560,CEFR,25,CONVERSATION FRANÇAISE - NIVEAU DÉBUTANT,"*VID*
*KEYB*
<b>Learning French starts here...</b>
If you don't speak or write French but you'd really love to learn, this is the place to start. It's also the prerequisite course for French Conversation Level 1. Think of it as an introduction, a chance to learn basic vocabulary, pronunciation and grammar. You'll also acquire a foundation in French so you can function in the classroom and in the most basic situations outside the classroom. Ready to start?
*CNT*
This course is a great way to help you:
?	Begin to understand basic information;
?	Follow simple instructions;
?	Structure simple sentences;
?	Build basic vocabulary;
?	Build a foundation for continued learning.
*APP*
This program takes an integrative approach to language learning that is collaborative, experiential, student-centered and community-based. In short, you?ll learn by doing, sharing, exchanging and? living en français. 
*WHO*
?	Anyone who wants to start learning French.
?	Students who want to work towards a Certificate of Proficiency in French.
?	People trying to enter the job market or improve their employment opportunities.
*ADD*
Any student entering the program must write an in-person placement test in order to determine their level in the program."
6593,48561,MTHY,633,Advanced Music Therapy Practice I,"This course offers advanced clinical experience in the students? areas of specialization, with a required minimum of 100 placement hours. Close individual and group supervision for students are provided. Case presentations, readings, discussion of ethical issues related to students? work are integral to this course."
6594,48562,MTHY,634,Advanced Music Therapy Practice II,"This course provides further advanced clinical experience in students? areas of specialization, with a required minimum of 100 placement hours. Close individual and group supervision for students are provided. Case presentations, readings, discussion of ethical issues related to students? work are integral to this course. As part of this capstone course in the Advanced Music Therapy Practice option, students complete a public presentation which reflects a major integration of their practical work.
Prerequisite: MTHY 633."
6595,48563,CEWP,MOD3,MODULE 3 (NETWORKS AND PROTOCOLS),"This course aims at introducing students to the principles of IT networks and their associated services. Students will explore how networks function, access and authentication, protocols, local area network technologies and the elements that constitute networks. This course relies on online resources and allows students to carry out an array of experiments, such as implementing a network architecture and analyzing network traffic."
6596,48564,CEWP,MOD5,DATABASES,"The aim of this course is to introduce students to database concepts and database management systems (DBMS). Before exploring databases and the objectives associated with dbmss, students will be given an overview of the different ways of organizing and exploiting files. In reference to ANSI-SPARC Architecture, this course will define the different levels used for describing a database (conceptual, logic model and physical). Next, students will study the entity-relationship model, then, in a little more detail, the CODD relational model with an emphasis on good database schema design. Students will discover how to move from an entity-relational model to a relational model as well as the creation and manipulation of data in the latter through the use of relational algebra. SQL will also be used to create, populate and consult databases."
6597,48565,CEBU,MOD6A,PROFITABILITY AND PERFORMANCE,"In this course, students will learn to analyze and control costs in order to improve a company?s economic and financial profitability."
6598,48566,CEEN,MOD6B,ENGLISH FOR TECHNOLOGISTS,"Topic-based study of subjects of a general technical and computing nature.  This course is designed to improve listening, reading, speaking and writing skills.  In all areas there is consideration of grammar and vocabulary."
6599,48593,CEBD,1150,INTRO TO BIG DATA BUSINESS CASES AND DATA COLLECTION,"*BNR*
[BANNER:/content/dam/cce/images/Scale_AI_course.jpg|https://www.concordia.ca/cce/courses/rules-regulations.html#tax]
*VID*
*KEYB*
You're interested in Big Data software systems and technology, clearly, or you wouldn't be reading this. But if you're more interested in harnessing those tools to achieve specific business objectives, this course is for you. It will start with an overview of the most and least successful big data projects in all industries, helping you understand the dos and don?ts that make a data science project successful. You'll also have the chance to imagine and design your own project. In the second part of the course, you'll learn how to identify, collect, and transform data from internal and external sources. This is the first of three courses that will lead to your certificate in Big Data Business Analytics and Visualization. So, are you in?

Knowledge of Excel and SQL are crucial for you to be successful in this course. If you do not have knowledge in these areas, we strongly recommend that you take Intro to Data Analysis with Excel (CEBD 1300) and Intro to SQL (CEWP 215). 

Note that you will be required to do 5-10 hours of work per week outside of class time. Those with little to no prior knowledge will require more time to gain familiarity with the concepts.
*CNT*
This course is a great way to help you:
?	Understand the business issues solved by Big Data;
?	Build a data pipeline to help you feed your Big Data project;
?	Understand the Dos and Don'ts that make a data science project successful;
?	Imagine and design your own data science project;
?	Work on structured and unstructured data from social networks using an ETL tool.
*APP*
In this course, you'll gain real-world knowledge, experience and insights through lectures from experienced pros who'll show you the ropes. More excitingly, you'll learn through hands-on projects using the most powerful equipment and the very latest software like data transformation tools, NoSQL and Hadoop, Data Visualization and Data Storytelling tools. You can't get skills like this on YouTube.
*WHO*
?	Anyone who wants to learn the fundamentals of Big Data.
?	Students who want to work in Big Data / Data Science for a large- or medium-sized company.
?	Students who want to create their own startup in Data Science / Big Data.
?	Employees in the business-intelligence field who want to upgrade their skills or broaden their horizons.
?	Employees or students who want to become Data Scientists."
6600,48595,CEBD,1251,BIG DATA VISUALIZATION AND STORYTELLING,"*BNR*
[BANNER:/content/dam/cce/images/Scale_AI_course.jpg|https://www.concordia.ca/cce/courses/rules-regulations.html#tax]
*VID*
*KEYB*
Awesome. In the first two courses, you learned how to collect and store Big Data. Now comes the fun part: mining that data for gold and then spinning that gold into compelling business stories that captivate and convince. In this course, you'll use sophisticated data-visualization tools to understand data and share information with others. You'll also learn how to manage a Big Data science project from beginning to end, and that's exactly what they'll want you to be doing in your next job. This is the third and final course, where all your hard work pays off and you earn your Certificate of Business Analytics and Visualization. Props to you!

Knowledge of Excel and/or SQL is highly recommended. If you do not have knowledge in these areas, we strongly recommend that you take Intro to Data Analysis with Excel (CEBD 1300) and Intro to SQL (CEWP 215).

Note that you will be required to do 5-10 hours of work per week outside of class time. Those with little to no prior knowledge will require more time to gain familiarity with the concepts. 
*CNT*
This course is a great way to help you:
?	Learn how to transform data into insights;
?	Translate business needs into data analysis and visualize it with best-in-class graphics;
?	Assemble graphics, maps and numbers into stunning stories;
?	Learn how to manage a Big Data project.
*APP*
In this course, you'll gain real-world knowledge, experience and insights through lectures from experienced pros who'll show you the ropes. More excitingly, you'll learn through hands-on projects using the most powerful equipment and the very latest software like data transformation tools, NoSQL and Hadoop, Data Visualization and Data Storytelling tools. You can't get skills like this on YouTube.
*WHO*
?	Students who completed CEBD 1250 and want to continue their studies.
?	Anyone who wants to learn the fundamentals of Big Data.
?	Students who want to work in Big Data / Data Science for a large- or medium-sized company.
?	Students who want to create their own startup in Data Science / Big Data.
?	Employees in the business-intelligence field who want to upgrade their skills or broaden their horizons.
?	Employees or students who want to become Data Scientists.

<b>Your Instructor</b>
<b>Mingmei Pang</b>, M.Sc
Lead of Data Team at Gameloft
Big Data Instructor at Concordia Continuing Education
Game Data Instructor at Isart
www.linkedin.com/in/catherinempang
mingmei.pang@concordia.ca
cce@concordia.ca"
6601,48596,CEBD,1160,INTRO TO BIG DATA TECHNOLOGY,"*BNR*
[BANNER:/content/dam/cce/images/Scale_AI_course.jpg|https://www.concordia.ca/cce/courses/rules-regulations.html#tax]
*VID*
*KEYB*
Reader, let me introduce you to Big Data. Big Data, meet Reader. Actually, there's a bit more to it than that. Big Data systems involve a wide range of technologies that can only be understood when you master the underlying technical concepts. And that's why you need this course. Here, you'll learn about the basic technologies required to develop Big Data analytics solutions and deploy them at scale. You'll spend some time with the concept of virtualization and you'll have an overview of programming techniques for big data analytics. Once you've finished this course, you can take a moment to congratulate yourself before you dive into even bigger data on the path to completing your certificate.

Knowledge in Excel, SQL, Python and/or R and statistics and probability are crucial for you to be successful in this course. If you do not have knowledge in these areas, we strongly recommend that you take Intro to data Analysis with Excel (CEBD 1300), Intro to SQL (CEWP 215), Intro to R for data Sciences (CEBD 1200) and/or Intro to Python and Data Analysis (CEBD 1100).

Note that you will be required to do 5-10 hours of work per week outside of class time. Those with little to no prior knowledge will require more time to gain familiarity with the concepts.

*CNT*
This course is a great way to help you:
?	Gain a practical understanding of the challenges in Big Data analytics;
?	Understand the main elements of computer architectures;
?	Acquire basic proficiency with the Linux operating system to deploy and run Big Data systems;
?	Learn basic programming skills to develop Big Data analytics solutions.
*APP*
This course employs project-based learning that's focused on the acquisition of practical, real-world skills and not just theory. You'll be taught in our computer labs by an industry pro using state-of-the-art technologies, software and equipment.
*WHO*
?	Individuals who want to improve the performance of their organization by harnessing Big Data.
?	Professionals who want to leverage data for better decision-making.
?	Entrepreneurs with projects that could benefit from data analytics.
?	Students in fields like geography, biology, psychology, humanities or any other field with big data.
?	IT professionals who want to transition to Big Data from more traditional sectors."
6602,48597,CEBD,1260,MACHINE LEARNING,"*BNR*
[BANNER:/content/dam/cce/images/Scale_AI_course.jpg|https://www.concordia.ca/cce/courses/rules-regulations.html#tax]
*VID*
*KEYB*
Get ready to delve into the core concepts and implementation of Machine Learning. What does that mean exactly? Well, based on practical examples from well-known systems like Netflix, YouTube or Twitter, your instructor will describe some fascinating Big Data problems, introduce the standard algorithms used to address them, and present libraries used to implement those algorithms. You'll cover topics like mining of frequent item sets, clustering, stream analysis, similarity search, machine learning and recommendation systems. This course will take you two thirds of the way to earning your Big Data certificate. And that's a very big deal.

Knowledge in Excel, SQL, Python and/or R and statistics and probability are crucial for you to be successful in this course. If you do not have knowledge in these areas, we strongly recommend that you take Intro to data Analysis with Excel (CEBD 1300), Intro to SQL (CEWP 215), Intro to R for data Sciences (CEBD 1200) and/or Intro to Python and Data Analysis (CEBD 1100).

Note that you will be required to do 5-10 hours of work per week outside of class time. Those with little to no prior knowledge will require more time to gain familiarity with the concepts. 
*CNT*
This course is a great way to help you:
?	Understand the broad classes of methods used to address big data challenges;
?	Learn the main algorithms to implement those methods;
?	Apply those algorithms on realistic problems using existing software libraries.
*APP*
This course employs project-based learning that's focused on the acquisition of practical, real-world skills and not just theory. You'll be taught in our computer labs by an industry pro using state-of-the-art technologies, software and equipment.
*WHO*
?	Students who completed CEBD 1160 and want to continue their studies.
?	Individuals who want to improve the performance of their organization by better harnessing Big Data.
?	Professionals who want to leverage data for better decision-making.
?	Entrepreneurs with projects that could benefit from data analytics.
?	Students in fields like geography, biology, psychology, humanities or any other field with big data.
?	IT professionals who want to transition to Big Data from more traditional sectors."
6603,48598,CEBD,1261,BIG DATA INFRASTRUCTURE,"*BNR*
[BANNER:/content/dam/cce/images/Scale_AI_course.jpg|https://www.concordia.ca/cce/courses/rules-regulations.html#tax]
*VID*
*KEYB*
So, you had your introduction to Big Data, then you learned all about analytics. Now it's time to look at the systems you'll need to manage all that data and make sense of it. In this course, you'll review the state-of-the-art infrastructures used for high-performance storage and processing of data. You'll study distributed systems like Hadoop, NoSQL database systems like Mongo DB, as well as clusters and clouds, like Amazon EC2 and Microsoft Azure. You'll also use programming models like Hadoop MapReduce and Apache Spark to leverage those systems. If technical talk like that gets your heart racing, this is definitely the course for you. It's also the last course you'll need to earn your Big Data Certificate. Don't stop now, you're almost there!

Knowledge in Excel, SQL, Python and/or R and statistics and probability are crucial for you to be successful in this course. If you do not have knowledge in these areas, we strongly recommend that you take Intro to data Analysis with Excel (CEBD 1300), Intro to SQL (CEWP 215), Intro to R for data Sciences (CEBD 1200) and/or Intro to Python and Data Analysis (CEBD 1100).

Note that you will be required to do 5-10 hours of work per week outside of class time. Those with little to no prior knowledge will require more time to gain familiarity with the concepts. 
*CNT*
This course is a great way to help you:
?	Understand the core infrastructure concepts to deploy Big Data applications at scale;
?	Acquire practical expertise with those concepts using state-of-the-art cloud systems;
?	Deploy the analytics solutions reviewed in CEBD 1260, at scale, on those cloud systems.
*APP*
This course employs project-based learning that's focused on the acquisition of practical, real-world skills and not just theory. You'll be taught in our computer labs by an industry pro using state-of-the-art technologies, software and equipment.
*WHO*
?	Students who completed CEBD 1260 and want to continue their studies.
?	Individuals who want to improve the performance of their organization by better harnessing Big Data.
?	Professionals who want to leverage data for better decision-making.
?	Entrepreneurs with projects that could benefit from data analytics.
?	Students in fields like geography, biology, psychology, humanities or any other field with big data.
?	IT professionals who want to transition to Big Data from more traditional sectors."
6604,48601,GPLL,73,Fund Writing Peer Review - SSHRC Research Creation,"This peer writing group provides a supportive environment to develop your research statement for your SSHRC Research Creation funding application. Time in-class will be spent in small groups discussing individual proposals. If you do not have a draft of your proposal that you can share with the class, you are not welcome in this workshop. 


***IMPORTANT NOTES***
1. Participants must have completed GPLL465 ? Fund Writing Strategies prior to this workshop.

2. To participate in this workshop you MUST submit a draft of SSHRC funding application to the workshop leaders prior to the workshop. An email will be sent to all participants 5 days prior to the workshop.  Advance submission will allow the workshop leader and peers to review your work and give you more personalized feedback.   If you do not provide a draft of your SSHRC application in advance of the workshop you will be dropped from the class and charged the non-attendance fee.  

3. This workshop is specifically for Canadian citizens and permanent residents studying Social Sciences, Humanities and Fine Arts, and whom are apply for SSHRC funding. 

~~~

In this workshop, participates will have focused and dedicated time for developing your funding application in a peer supported environment.

~~~
This workshop is led by  Anja Novkovic, GradProSkills team member for 2017-2018.

Anja graduated from Simon Fraser University with a Bachelor of Arts in Social Anthropology in 2012. Upon graduation, she focused her energy on storytelling?spoken word poetry performance and personal story collection as an affiliate researcher of the Centre for Oral History and Digital Storytelling. She began her Master of Science in Geography, Urban and Environmental Studies in 2016, with a desire to uncover the intimate construction of public spaces. Her thesis work centres on the collection and exposure of personal stories from a downtown Montreal alleyway through mapping and installation art."
6605,48610,GPLL,247,Introduction to Research Data Management in the Social Sciences,"This workshop will introduce students to the main issues and activities related to the management of research data in the social sciences. The content will be relevant to any student who gathers his or her own research data as well as to research assistants and members of research teams.   The session will start with a quick overview of the Canadian context of data management. We will answer some basic questions: Why should we manage our data? What are the benefits of data curation for researchers and the academic community? We will review the activities associated with all stages of the research lifecycle going from research planning all the way to post-publication activities. The main topics covered will include data management plans, data storage and security, file formats, documentation and metadata, data archiving and data sharing. Participants will learn about some tools used to clean and manipulate data and be introduced to existing data repositories. The workshop will consist of a formal presentation and some hands-on activities. 

~~~

1. Understand the importance and benefits of adopting the best practices in research data management;  
2. Become familiar with the main research data management activities;  
3. Learn about helpful tools and resources to clean and manipulate datasets;  
4. Learn about online self-training resources and data repositories.

~~~

This workshop will be led by Alex Guindon. 

Alex Guindon is the GIS/Data librarian at Concordia University. Mr. Guindon obtained a Master in Political Science from Université du Québec à Montréal and a Master in Library and Information Science from Université de Montréal. He has been working as a librarian at Concordia since 2000 and has been a liaison librarian for French Studies, Geography and Political Science. His current research interest is the management and curation of research data."
6606,48612,GPLL,243,Using Zotero for Grads,"In this hands-on workshop you will learn how to use Zotero, a desktop and web-based tool that you can use to organize the references you find in library catalogues and databases, insert citations in your papers, and prepare bibliographies or reference lists quickly and effectively, in a wide variety of citation styles (e.g. APA, MLA, Chicago, et cetera). We will look at how to integrate Zotero with Microsoft Word, LibreOffice, and Google Docs. We will also cover how to share folders and citations (e.g., for collaborative projects or to disseminate reading lists). No experience with Zotero is necessary.

*** Please ensure that you set up Zotero in advance of the workshop. You can find instructions on how to set up Zotero on the Library website: https://library.concordia.ca/help/workshops/zotero-prerequisites.pdf ***

~~~

In this workshop, participants will learn how to:
1. Use Zotero to manage citations and automate the creation of bibliographies
2. Integrate Zotero with Microsoft Word and Google Docs when writing papers
3. Share Zotero folders for collaborative projects or to disseminate course reading lists

~~~

This workshop will be led by Joshua Chalifour or Michael Groenendyk.

Joshua Chalifour is a Digital Scholarship & Journalism and Communication Studies Librarian at Concordia.

Michael Groenendyk is a Digital Scholarship and Business Librarian at Concordia."
6607,48617,GPTK,714,Lesson Planning,"This workshop is designed to provide graduate teaching assistants with tools and strategies to develop and deliver dynamic lessons that target specific learning goals and engage students as active participants in their learning.

~~~
By the end of this workshop, participants should be able to create a lesson plan that:
1) Identifies clear student learning outcomes for the lesson
2) Identifies purposeful learning activities that align with the learning outcomes
3) Includes time for student reflection and discussion
4) Establishes appropriate pacing for instruction and activities

~~~

This workshop is led by Carol Hawthorne, curriculum developer at the Center for Teaching and Learning."
6608,48618,GPWL,897,Eating Ethically Within Your Means,"n this hour-long info session we will be discussing various modern problems in food culture, as well as outlining various ways to connect with ethically sourced food items in Montreal. We will also discuss reducing food waste and how to start growing your own food to supplement your groceries.
~~~
Students will learn how to eat ethically on a budget.

~~~
This workshop is led by Sheena Swirlz. Sheena Swirlz is the Services coordinator at the Concordia Greenhouse and facilitator of the Balcony Garden Project. She hosts workshops each week in the Greenhouse and throughout the city of Montreal."
6609,48619,ACCO,495,HONOURS SEMINAR IN ACCOUNTANCY,"This seminar is offered to students in the Honours in Accountancy program over the course of two terms. In the first term, the seminar surveys accounting history, research methodology and recent research in topics covered in the Accountancy curriculum. In addition, students begin working on a research or case project to be conducted under the supervision of a faculty member. In the second term, students complete their project for submission by the end of the term. Presentation of the project at a poster session or department seminar is also required."
6610,48620,INSE,6680,SYSTEM PHYSICAL SECURITY,"Topics of this course include identifying potential security threats and vulnerabilities, threat and risk assessment; security equipment and systems (access control and biometrics technology, surveillance systems, network infrastructure supporting security technology); physical security of information systems; maximizing the value of security systems; securing transported materials; emergency management and risk mitigation; critical infrastructure protection. Overview of the Canadian Operational Standard on Physical Security, Policy on Government Security and U.S. National Response Framework. A project is required."
6611,48624,GPDI,515,Beginner?s Guide to the R Programming Language,"Is it time for you to learn how to code? If the answer is ?Yes!?, we propose an unconventional way to start: coding with R, which is a free, powerful and simple programming language for data analysis.

In this workshop, you will learn the basics of the R syntax and how it can support your research. Our aim is to put you on a path to start using R for basic data work and to guide you through becoming a self-learner. We will provide you with a list of resources
 that can help you get better at coding with R in a self-paced manner.

Throughout the workshop, you will be given short exercises mostly focused on data analysis. These exercises aim to teach you:
- how to write an R script for a small task;
- how to write data into a text file;
- how to read data from a text file;
- how to create and subset a data set;
- how to install and use an R library;
- how to plot a graph.

***IMPORTANT NOTE
Participants must bring their own laptops. Before the workshop, they are strongly encouraged to install R (version 3.2.2 or higher) and RStudio on their laptops. Otherwise, a laptop with internet access is enough to follow the exercises in the first session of the workshop.

To learn how to install R and RStudio: 
Linux: https://youtu.be/YBOpy1WK-bg
Apple OS: https://youtu.be/GFImMj1lMRI 
Windows: https://youtu.be/GAGUDL-4aVw ***

~~~
In this workshop, participants will:

1. Discover the terminology of basic coding, such as working directory, compiling a code, script, library, function, csv, concatenation, data frame, etc;
2. Learn about coding and the types of resources they will need while coding;
3. Install different R libraries;
4. Use a minimum of 10 basic built-in functions in R;
5. Use vectors and data frames to store and manipulate data;
6. Write and execute a simple R script.

~~~
This workshop is led by Alexander Albury.
Alex is a PhD student in Psychology working in the Penhune Lab for Motor Learning and Neural Plasticity.  He studies how musical complexity and predictability affect how we learn and experience music. Alex is passionate about data science and programming and enjoys learning and sharing new techniques to make science easier and more accessible."
6612,48625,GPWL,922,Breaking the Isolation: Building Community on Campus,"Being a grad student can be a lonely endeavour. It can be hard to meet other and build relationships that encourage, empower and contribute positively to your experience as a graduate students. This workshop provides an opportunity to explore what community means and how you can integrate it into your life as a grad student.

~~~
 
In this workshop, students will:
1.	Engage in story-telling experiences of community.
2.	Discern what community and relationships contribute positively towards their studies. 
3.	Get hand-on ideas and resources to build community at Concordia.

~~~

This workshop will be led by Rev. Ellie Hummel, Chaplain and Coordinator."
6613,48637,GPDI,516,Introduction to Microsoft OneNote,"Microsoft OneNote workshop is designed to introduce OneNote features where you can easily gather and organize your data, notes, and information into an electronic notebook.  

~~~

In this workshop, participants will learn to:
1- Identify MS OneNote components 
2- Utilize OneNote features 
3- Create an electronic notebook that can manage data, notes and information

~~~

This workshop is led by Anna Sokolovskaya 

Anna Sokolovskaya got her Bachelor Degree in Psychology with a minor in Computer Science from Concordia University.  She is currently pursuing a Master?s degree in Adult Education.  Anna has over four years of experience in delivering computer-based training to Concordia University staff, faculty and students.  She has taught workshops on Microsoft Office, Dreamweaver, and Moodle and has experience in preparing specialized individual workshops on the wide range of computer-related topics.  Anna is a skilled instructor and is able to adjust and adapt her teaching style to the demands of the group/individual."
6614,48639,COMS,800,Integrative Seminar,"This course proposes to engage first-year students in an epistemological conversation concerning different approaches to the conceptualization of communication and to the range of research problematics elaborated in the field and in the program. The expected outcomes include: a broad understanding of the relations between different domains within the discipline; the ability to recognize the links between epistemological assumptions, theory construction, the formation of research problematics and methodological approaches; a familiarization with the main fields of strength within the program; and the development of the ability to engage in dialogue with colleagues in different domains of research."
6615,48640,COMS,835,Doctoral Pro-seminar,Note: Students who have received credit for COMS 830 may not take this course for credit.
6616,48641,COMS,815,Doctoral Examination,
6617,48645,HENV,801,Pedagogical Training,"The objective of this course is to ensure that all PhD students acquire strong teaching and other communication skills which are useful for both academic and non-academic positions. Candidates are required to attend a seminar in university teaching in collaboration with the Centre for Teaching and Learning Services of Concordia University. Following the successful completion of this seminar, candidates are required to give four lectures (normally 75 minutes each) to undergraduate classes. The course is graded on a pass/fail basis."
6618,48646,JOUR,605,Digital Innovation in Journalism,"This course offers lectures and workshops in digital innovation and web design, with a focus on design features related to journalism production and news platforms."
6619,48647,JOUR,691,Thesis,"The thesis is researched and written under the direction of a supervisor. Upon completion, it is submitted to the student?s Thesis Committee. The thesis is defended in an oral examination before the Thesis Committee."
6620,48648,JOUR,693,Research-Creation Thesis,"The Research-Creation Thesis is specifically designed for students with media production experience who wish to complete an original media production using a suitable media platform, complemented by a text of approximately 10,000 words comprising a literature and media review, a theoretical and methodological contextualization, and a critical reflection on the project and its outcomes."
6621,48649,JOUR,694,Essay,"Students produce an essay on a research topic developed in consultation with a  faculty member that explores a specific issue relevant to journalism studies. The final essay must be evaluated by a second faculty member. The essay's length is approximately 40 pages, which does not include a bibliography. The course is normally taken in term five of the students' degree."
6622,48660,ECON,509,History of Economic Thought I,Please see Graduate Calendar
6623,48661,PSYC,458,Behavioural Neuroscience Advanced Issues,This course addresses the most recent advanced issues of contemporary interest in behavioural neuroscience. The main topic of the course changes from one term to the next. Potential topics include examination of the current state of scientific study of motivation or a focused look at memory consolidation. Students should consult with the Psychology Department for information on the central course topic for the current year.
6624,48671,INDI,844,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
6625,48693,SOEN,8901,DOCTORAL RESEARCH AND THESIS,
6626,48694,HUMA,891,Comprehensive Examination Major Field,Please see Graduate Calendar
6627,48695,HUMA,892,Comprehensive Examination Minor Field I,Please see Graduate Calendar
6628,48696,HUMA,893,Comprehensive Examination Minor Field II,Please see Graduate Calendar.
6629,48697,HUMA,894,Thesis Proposal with Defence,Please see Graduate Calendar
6630,48702,CEPS,1071E,Environmental Site Assessment - Preparation for the AQVE Accreditation,"*VID*
*KEYB*

Buyers aren't the only ones who should beware. When it comes to land purchase or sale, banks, sellers and buyers should all beware of the potential environmental liability caused by contamination. In this five-day workshop, professional, certified environmental assessor Frédéric Dufault and a certified environmental lawyer will teach you the legal and regulatory aspects of site assessment as well as the general principles and requirements involved in Phase I, II and III assessments. At the end of the workshop, you'll be prepared to pass the AQVE (Association québécoise de vérification environnementale) exam and receive your Certified Environmental Site Assessor accreditation (CESA/EESA®).

*CNT*
This workshop will empower you to:
?	Identify the regulatory framework required for a proper environmental site assessment, Phase I and II;
?	Identify the potential and actual presence of contamination by properly conducting documentary research as per the CSA and Ministry of Environment Standards;
?	Plan a full sampling campaign to confirm the presence (or absence) of contamination on the property within the governmental guidelines and objectives of a given project;
?	Interpret lab results and sampling methods according to site, soil types and Ministry?s guidelines and site usage;
?	Write and submit complete reports as per industry standards and guidelines;
?	Prepare for the AQVE exam.


*APP*
This workshop is based on an optimized practical approach that mixes active learning, self-assessment activities, demonstrations and individual exercises. In short, you?ll learn by doing and sharing. 
*WHO*
?	Anyone who wants to successfully pass the AQVE exam to work as an environmental assessor.
?	Lawyers, geologists, geographers, urban planners, engineers, chemists, biologists or others working in the environmental field.

We're flexible. That means workshops can be customized for corporate groups and offered on the date of your choosing, in your office or in one of our campus locations.


*ADD*
1)	Registration fee includes course materials, lunch and refreshments. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full.
3)     This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act).
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Frederic_Dufault.jpg|Frédéric Dufault]
<b>Frédéric Dufault</b><br>
M. Urb. | M. Env.| ESA/CESA | VEA/CEA

Frédéric Dufault is a multi-disciplinary graduate and a highly certified planning professional with a consulting firm in environmental and planning management. To his credit, Frédéric has a wealth of experience in environmental rehabilitation projects, operational implementation in various organisations, numerous environmental site assessments, project management of a local urban master plan (Highway 30 Bridge over the Saint-Lawrence seaway in Beauharnois) and over 250 hours of on-site and employee training on environmental issues and systems. When it comes to best environmental practises, Frédéric is one of the best.

Frédéric will be working with a lawyer specializing in environmental issues for two of the five days."
