Course ID,Description
49767,"*BNR*
[BANNER:/content/dam/cce/images/Scale_AI_workshop.jpg|https://www.concordia.ca/cce/courses/rules-regulations.html#tax]
*VID*
*KEYB*
If you?ve seen the explainers, but you still can?t wrap your head around blockchain technology, don?t worry. It?s a hard subject to master. But this one-day workshop with industry pro Adrian Gonzalez Sanchez will make it all seem a lot easier. In it, you?ll learn the fundamentals, implications and opportunities related to blockchain technologies in business applications. You?ll also gain a pragmatic overview that will help you understand and define the potential of blockchain tech in your own area of expertise. Unblock the secrets of blockchains by registering for this fascinating workshop today.
*CNT*
This training will enable you to:
?	Analyze blockchain technology fundamentals and differences;
?	Apply blockchain technologies to various business scenarios;
?	Integrate blockchain as part of your business strategy;
?	Predict the hard (ROI) and soft benefits of blockchain for business;
?	Identify the most important blockchains and their regulatory status.
*APP*
This online workshop is based on co-active coaching, conscious leadership, team performance coaching and case studies. In short, you?ll grow professionally by mastering your ability to learn, work and be productive remotely.
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
?	Almost anyone could benefit greatly from this workshop: C-Suite executives, IT directors, managers, consultants, business developers, business professionals, product owners, project managers, entrepreneurs, technology lovers, students, etc;
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization.
All workshops can be customized for corporate groups. They can be offered on the date of your choosing, in your office or in one of our campuses.
*ADD*
1)	Registration fee includes electronic course materials. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act)
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Adrian_Gonzalez_Sanchez_photo.jpg|Adrian Gonzales Sanchez]
<b>Adrian Gonzalez Sanchez</b>, 
M.Sc. (Mobile Communications), M.B.A. | Telematics Engineer, Senior Consultant on Artificial Intelligence and Blockchain Technology, Certified Scrum Product Owner® (CSPO)
Adrian Gonzalez Sanchez is a frequent university lecturer with a wealth of hands-on experience in the fields of big data and artificial intelligence. Over the years, he?s had extensive experience with leading data-centric companies like Dhatim, Geoblink and others and is a frequent AI consultant to CGI, IVADO Labs and other Canadian industry leaders. In addition to his practical experience, Adrian is a tutor and learning facilitator for MIT Sloan's executive AI & Blockchain course""."
49768,"*VID*
*KEYB*

Ever look back on a conversation and say to yourself, ?That?s not the outcome I was hoping for.?? Well, you?re in luck. With this one-day workshop presented by a leading management expert, that shouldn?t happen again. Here, you?ll learn how to prepare for, conduct and follow up on difficult conversations; provide complete and responsive feedback; manage yourself during tense situations; practice resonant leadership and non-verbal communications and much more. In short, you?ll acquire the skills you need to handle even the most difficult conversations with greater ease and success. 
*CNT*
This training will enable you to:
?	Initiate and lead difficult conversations with success;
?	Adapt your leadership style to each employee's situation and level of development;
?	Deal effectively with certain types of emotionally charged situations.
*APP*
This online workshop is based on co-active coaching, conscious leadership, team performance coaching and case studies. In short, you?ll grow professionally by mastering your ability to learn, work and be productive remotely.
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
?	Anyone who works in a management position and wants to improve their communication skills;
?	Small business owners who want to improve their ability to deal effectively on a human level;
?	Employees who want to move up in their company;
?	Anyone who wants to learn how to effectively manage difficult conversations;
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization.
All workshops can be customized for corporate groups. They can be offered on the date of your choosing, in your office or in one of our campuses.
*ADD*
1)	Registration fee includes electronic course materials. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act).
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Kathryn_Peterson.jpg|Kathryn Peterson]
<b>Kathryn Peterson</b>, 
Think on your feet® | Skilled Presenter? | HBDI®| PassionWorks?

Known for her dynamic approach during training activities, conferences and coaching sessions, Kathryn Peterson?s fields of expertise are communication, presentation skills and stress management. She has many years of experience working as a counsellor with a wide range of individuals and groups. She is the author and publisher of the popular book, ??OSER avec ceux qui nous compliquent la vie?? (Daring with people who complicate our lives), among others. Join Kathryn in this one-day workshop and let her fill you in on her secrets to successfully manage difficult situations."
49769,"*BNR*
[BANNER:/content/dam/cce/images/Scale_AI_workshop.jpg|https://www.concordia.ca/cce/courses/rules-regulations.html#tax]
*VID*
*KEYB*
If you try to apply traditional project management methods to today?s AI business world, you?ll be in for a nasty surprise. What?s required is something vastly different. But don?t despair. This one-day workshop with industry pro Adrian Gonzalez Sanchez will help you manage your AI projects with confidence and success. In it, you?ll learn the fundamentals of AI projects, the latest project management principles, product ownership and AI backlog management, typical AI project stages, roles and responsibilities of project members and more. If you want to master artificial intelligence projects, this is a great way to get real.
*CNT*
This workshop will empower you to: 
?	Apply project management and product ownership techniques unique to AI and data projects;
?	Gain in-depth understanding of the typical roles and responsibilities, stages and outputs of AI projects;
?	Understand the principle of Agile and hybrid project management and their potential benefits and drawbacks when implemented in AI specific projects;
?	Predict the necessary steps for a successful AI project and the interaction with the data team.
*APP*
This business-oriented workshop is based on fundamental theories and industry case studies taken from large data-driven companies. In short, you?ll learn by reading, thinking and doing. Case readings and AV material are drawn from current topics and recent news/events. 
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
If your area of expertise is on the following list, you could benefit greatly from this workshop: 
?	Project managers;
?	Product owners;
?	Team leaders;
?	Data-oriented professionals;
?	Consultants;
?	Data strategists;
?	Business analysts;
?	Business professionals in technology-oriented projects;
?	IT professionals;
?	Students;
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization.

All workshops can be customized for corporate groups. They can be offered on the date of your choosing, remotely, in your office or in one of our campuses.
*ADD*
1)	Registration fee includes electronic course materials. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act).
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Adrian_Gonzalez_Sanchez_photo.jpg|Adrian Gonzales Sanchez]
<b>Adrian Gonzalez Sanchez</b>, 
M.Sc. (Mobile Communications), M.B.A. | Telematics Engineer, Senior Consultant on Artificial Intelligence and Blockchain Technology, Certified Scrum Product Owner® (CSPO)
Adrian Gonzalez Sanchez is a frequent university lecturer with a wealth of hands-on experience in the fields of big data and artificial intelligence. Over the years, he?s had extensive experience with leading data-centric companies like Dhatim, Geoblink and others and is a frequent AI consultant to CGI, IVADO Labs and other Canadian industry leaders. In addition to his practical experience, Adrian is a tutor and learning facilitator for MIT Sloan's executive AI & Blockchain course""."
49770,"*VID*
*KEYB*

As more organizations move to work-from-home models, issues of connection, communication and collaboration are factors to consider. Individuals and teams may feel distant, silos may start to form, and overall morale may drop. Feeling nervous? Please don?t! This presents a powerful opportunity to form new pathways of connection strengthen leadership and transition our office cultures into something better and stronger.
In this workshop, you will be guided by certified coach Melissa Dawn to start showing up more consciously (but remotely), taking a holistic and authentic approach to leading others, creating more human connection, and embracing distance-working as a powerful tool for connection. You will develop strategies to be intentionally aware of your impact, tune into your higher self, work on your physical, mental and emotional well-being and ensure the people around you are doing so too.
Now more than ever, connection matters.
*CNT*
This training will enable you to:
?	Design a personal leadership style that allows you to handle whatever comes up confidently;
?	Understand why and how to prioritize connection over getting things done as a means of fueling motivation and engagement for higher productivity;
?	Design communication strategies to empower real conversations that get to the core of what is going on and use them as platforms to move forward;
?	Create a strong sense of togetherness and shared purpose within your team, or organization.
*APP*
This online workshop is based on co-active coaching, conscious leadership, team performance coaching and case studies. In short, you?ll grow professionally by mastering your ability to learn, work and be productive remotely.
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
?	Anyone who wants to maximize their ability to work remotely;
?	Individuals who want to seek an opportunity to better balance their personal and professional lives;
?	Managers who wants to improve their managerial and coaching skills;
?	Business owners who want to improve their ability to deal effectively with employees working remotely;
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization.

All workshops can be customized for corporate groups. They can be offered on the date of your choosing, in your office or in one of our campuses.
*ADD*
1)	Registration fee includes electronic course materials. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act).
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Melissa_Dawn.jpg|Melissa Dawn]
<b>Melissa Dawn</b>,  
Founder and CEO of Your Life
Melissa is a renowned speaker, author and coach certified by the International Coaches Federation as a Certified Professional Co-Active Coach (CPCC); a Professional Certified Coach (PCC); and a Certified Team Performance Coach (CTPC). She holds a B.Comm. degree, is a regular contributor to the Huffington Post, Thrive Global and Entrepreneur; and is regularly featured on leading podcasts, radio and television programs. She is the author of the bestselling book, I Attract What I Am, and was recently named one of Hubspot?s Best Coaching Services worldwide for 2019."
49771,"*VID*
*KEYB*

Organizations rely heavily on creativity and innovation to adapt their business practices to the ever-changing world we live in. Whether to create a new product, improve the customer experience, improve work efficiency or reduce costs, employees and managers are asked to think outside of the box for solutions.  
This training, led by engineer and administrator Benoit Lamontagne, should allow you to understand the innovation process as a structured approach to problem solving and in this case, specifically for teams working remotely. 
*CNT*
This workshop will empower you to:
?	Understand the obstacles to be overcome in order to express creativity and generate innovation in the context of remote teams;
?	Analyze complex problems using the appropriate problem-solving processes;
?	Untangle myths about creativity;
?	Apply idea generation strategies and facilitation skills to encourage participation during online team meetings;
?	Establish a structured process for identifying and acting upon opportunities for continuous improvement.
*APP*
This online workshop is based on co-active learning, theoretical information, real-world examples and case studies. In short, you?ll grow professionally by mastering your ability to learn, work, be productive and improve your creativity and innovation skills remotely.
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
?	Anyone, because let?s be honest, creativity and innovation are essential in both the personal and professional aspects of our lives;
?	Employers looking to get their team members? creative juices flowing;
?	Managers looking to maximize the creative and innovative process of their team in a new context;
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization.

We're flexible. That means workshops can be customized for corporate groups and offered on the date of your choosing, in your office or in one of our campus locations.

*ADD*
1)	Registration fee includes electronic course materials. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full.
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act).
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Photo_Benoit_Lamontagne.jpg|Benoit Lamontagne]
<b>Benoit Lamontagne</b><br>
Ing., Adm.A., Candidat MBA, Candidat C.M.C.
Benoit is an electrical engineer and a member of both the Ordre des Ingénieurs du Québec (OIQ) and the Chartered Administrators of Québec (C.Adm.) who has worked in the aerospace industry, in the field of avionics product development, for over 13 years. During that time, Benoît developed an expertise in project management, continuous improvement and leading organizational transformations."
49772,"*VID*
*KEYB*

We are living in a strange and uncertain time. People are on guard, stressed and overwhelmed. Their attention is divided between work, home and media updates. As leaders, we can no longer overlook the humanity of our people, or expect them to show up in full work mode, leaving their personal life behind. This presents us with many challenges, but also a powerful opportunity to evolve our leadership to build trust and engagement on a new level.

In this online workshop, you will be guided to first lead yourself with confidence and courage. From there, you will work through strategies and coaching tools that will empower you to engage your teams where they are, both physically and mentally. You will come to understand how to approach and lead the whole person - not just the work persona - so that you can be a leader in calming anxieties and bringing people together in virtual environments. You will also develop tools and strategies to create a sense of shared direction and stability at a time when so much is outside our control.

The result will be a completely new way of approaching leadership that will empower you and your teams to thrive in times of stress, and continue to take you all to greater heights when this difficult time ends.

*CNT*
This training will enable you to:
?	Design new ways of working with people and engaging them at a high level in a time of crisis and beyond;
?	Create a new mindset that sees these changing circumstances as opportunities to develop your own flexibility and adaptability;
?	Develop your ability to help others improve these powerful skills;
?	Understand how to lead with purpose, keeping your focus on what you want to create, even as circumstances around you continually change.
*APP*
This online workshop is based on co-active coaching, conscious leadership, team performance coaching and case studies. In short, you?ll grow professionally by mastering your ability to learn, work and be productive remotely.
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
?	Anyone who wants to create engagement when work remotely;
?	Managers and business owners who wants to improve their managerial and coaching skills in regards to employee engagement;
?	Managers and business owners looking to support and mobilize their teams both personally and professionally;
?	Managers who are looking to maintain professional satisfaction for their team members through challenging times; 
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization

All workshops can be customized for corporate groups. They can be offered on the date of your choosing, in your office or in one of our campuses.
*ADD*
1)	Registration fee includes electronic course materials. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act).
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Melissa_Dawn.jpg|Melissa Dawn]
<b>Melissa Dawn</b>,  
Founder and CEO of Your Life
Melissa is a renowned speaker, author and coach certified by the International Coaches Federation as a Certified Professional Co-Active Coach (CPCC); a Professional Certified Coach (PCC); and a Certified Team Performance Coach (CTPC). She holds a B.Comm. degree, is a regular contributor to the Huffington Post, Thrive Global and Entrepreneur; and is regularly featured on leading podcasts, radio and television programs. She is the author of the bestselling book, I Attract What I Am, and was recently named one of Hubspot?s Best Coaching Services worldwide for 2019."
49773,"*VID*
*KEYB*

AI design and implementation processes can benefit from design thinking principles to combine data sources, AI models and potential users to create solutions with actual and lasting impact. This half-day workshop is a pragmatic overview of the design thinking framework applied to AI solution design and implementation and it aims to support ideation processes within multidisciplinary teams. 

Most important thing to remember about this online workshop? Data expert Adrian Gonzalez Sanchez will provide you with a detailed understanding of and proper application techniques for design thinking best practices to generate value for your AI initiatives.
*CNT*
This training will enable you to:
?	Analyze state-of-the-art best practices around the world for human-centered solution design;
?	Define a framework for an efficient and pragmatic implementation of AI Design Thinking in any type of organization;
?	Connect AI solution design and potential personas to enable collaborative intelligence between human users and AI;
?	Understand case based AI design thinking best practices.
*APP*
This business-oriented workshop is based on fundamental theories and industry case studies taken from large data-driven companies. In short, you?ll learn by reading, thinking and doing. Case readings and AV material are drawn from current topics and recent news/events. 
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
If your area of expertise is on the following list, you could benefit greatly from this workshop: 
?	Project managers;
?	Product owners;
?	Team leaders;
?	Data-oriented professionals;
?	Consultants;
?	Data strategists;
?	Business analysts;
?	Business professionals in technology-oriented projects;
?	IT professionals;
?	Students;
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization.

All workshops can be customized for corporate groups. They can be offered on the date of your choosing, remotely, in your office or in one of our campuses.
*ADD*
1)	Registration fee includes electronic course materials. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act).
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Adrian_Gonzalez_Sanchez_photo.jpg|Adrian Gonzales Sanchez]
<b>Adrian Gonzalez Sanchez</b>, 
M.Sc. (Mobile Communications), M.B.A. | Telematics Engineer, Senior Consultant on Artificial Intelligence and Blockchain Technology, Certified Scrum Product Owner® (CSPO)
Adrian Gonzalez Sanchez is a frequent university lecturer with a wealth of hands-on experience in the fields of big data and artificial intelligence. Over the years, he?s had extensive experience with leading data-centric companies like Dhatim, Geoblink and others and is a frequent AI consultant to CGI, IVADO Labs and other Canadian industry leaders. In addition to his practical experience, Adrian is a tutor and learning facilitator for MIT Sloan's executive AI & Blockchain course""."
49774,"*VID*
*KEYB*

Conflict occurs every day in the workplace. Amidst this conflict, real (sometimes deep!) improvement can be made to the work performed by a team.  Sometimes, conflict will appear to be resolved but will resurface every now and then, a little bit like recurring back pain. Other conflict unfortunately escalates to the point where usual tasks cannot be performed efficiently. Everybody reacts differently towards conflict. Knowing one self and managing relationships are at the very core of our ability to manage conflict.

Although there is no single methodology to resolve conflict, this online training will allow you to better understand how to act when conflict is detected. You can also count on Benoit Lamontagne?s expertise to provide you with the best possible tools to implement long-lasting, efficient and effective processes.
*CNT*
This training will enable you to:
?	Build awareness for the different types of conflict that can arise in a workplace;
?	Discover how to prevent unproductive conflict at work;
?	Learn the behavior to adopt when a conflict escalates;
?	Understand what skills must be developed in order to better manage conflict.
*APP*
This online workshop is based on co-active learning, theoretical information, real-world examples and case studies. In short, you?ll grow professionally by mastering your ability to learn, work and be productive through conflict management.
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
?	Anyone, because let?s be honest, conflict can arise in many situations;
?	Employees facing conflictual situations with peers or with superiors; 
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization.

We're flexible. That means workshops can be customized for corporate groups and offered on the date of your choosing, in your office or in one of our campus locations.

*ADD*
1)	Registration fee includes course materials, lunch and refreshments. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full.
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act).
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Photo_Benoit_Lamontagne.jpg|Benoit Lamontagne]
<b>Benoit Lamontagne</b><br>
Ing., Adm.A., Candidat MBA, Candidat C.M.C.
Benoit is an electrical engineer and a member of both the Ordre des Ingénieurs du Québec (OIQ) and the Chartered Administrators of Québec (C.Adm.) who has worked in the aerospace industry, in the field of avionics product development, for over 13 years. During that time, Benoît developed an expertise in project management, continuous improvement and leading organizational transformations."
49775,"*VID*
*KEYB*

At first, online meetings were an alternative to the sometimes-chaotic conference call with its infamous ?mute? button. Nowadays, online meetings are more common within organizations and most of us must either prepare, animate or attend online meetings several times a week. It?s actually a reality many people experienced in Spring 2020?

The technology has greatly evolved which allows shorter setup time, fewer interruptions and better visual and sound quality. However, some meetings are still ending with an unsatisfactory feeling of not being as efficient as a ?regular meeting?.  Can we overcome this feeling? What are the best practices for online meetings?  What can we do to improve? Feeling like those questions are eating you alive? Don?t panic. Register now!
*CNT*
This training will enable you to:
?	Learn about the main differences between the various types of meetings (face-to-face, over the phone, online, etc.);
?	Develop strategies to optimize communications while conducting an online meeting;
?	Find out how to properly prepare for an online meeting;
?	Recognize the key roles for an efficient online meeting;
?	Understand the key success factors for an efficient online meeting.
*APP*
This online workshop is based on co-active learning, theoretical information, real-world examples and case studies. In short, you?ll grow professionally by mastering your ability to learn, work and be productive remotely.
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
?	Employees and managers looking to improve online meeting efficiency;
?	Managers and business owners looking to maximize the efficiency and effectiveness of online meetings;
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization.

We're flexible. That means workshops can be customized for corporate groups and offered on the date of your choosing, in your office or in one of our campus locations.
*ADD*
1)	Registration fee includes electronic course materials. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full.
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act).
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Photo_Benoit_Lamontagne.jpg|Benoit Lamontagne]
<b>Benoit Lamontagne</b><br>
Ing., Adm.A., Candidat MBA, Candidat C.M.C.
Benoit is an electrical engineer and a member of both the Ordre des Ingénieurs du Québec (OIQ) and the Chartered Administrators of Québec (C.Adm.) who has worked in the aerospace industry, in the field of avionics product development, for over 13 years. During that time, Benoît developed an expertise in project management, continuous improvement and leading organizational transformations."
49776,"*VID*
*KEYB*

Today, data is a powerful asset for any organization. Data is literally everywhere and it is growing exponentially: 500 million tweets or 294 billion emails per day, 65 billion messages on WhatsApp, etc. This high volume, combined with the variety of sources (i.e., structured, unstructured, etc.) and the velocity or pace of the data generation brings multiple opportunities for value creation. You won?t be surprised to learn it also brings about some challenges such as data collection, storage, analysis and most importantly, integration.

A properly designed data integration process is THE key step to combine different data sources by adapting their format, fields and the way they are consumed. For this to happen, ETL (Extract, Transform and Load) tools are a simple and scalable solution. During this workshop, expert Adrian Gonzalez-Sanchez will provide you with a proper understanding of the data-driven value creation process, the main data integration techniques and tools, and how to design a solid and scalable ETL workflow. Intrigued? We?d be surprised if you weren?t.
*CNT*
This training will enable you to:
?	Understand the different types of data and their potential value;
?	Explore data integration techniques and choose those that are the best fit for your data sources;
?	Explain traditional issues and challenges of data exploration, and the role of the ETL tools to solve them;
?	Present the most important ETL tools, their subscription models and advantages.
*APP*
This business-oriented workshop is based on fundamental theories and industry case studies taken from large data-driven companies. In short, you?ll learn by reading, thinking and doing. Case readings and AV material are drawn from current topics and recent news/events. 
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
If your area of expertise is on the following list, you could benefit greatly from this workshop: 
?	Project managers;
?	Product owners;
?	Team leaders;
?	Data-oriented professionals;
?	Consultants;
?	Data strategists;
?	Business analysts;
?	Business professionals in technology-oriented projects;
?	IT professionals;
?	Students;
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization.

All workshops can be customized for corporate groups. They can be offered on the date of your choosing, remotely, in your office or in one of our campuses.
*ADD*
1)	Registration fee includes electronic course materials. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act).
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Adrian_Gonzalez_Sanchez_photo.jpg|Adrian Gonzales Sanchez]
<b>Adrian Gonzalez Sanchez</b>, 
M.Sc. (Mobile Communications), M.B.A. | Telematics Engineer, Senior Consultant on Artificial Intelligence and Blockchain Technology, Certified Scrum Product Owner® (CSPO)
Adrian Gonzalez Sanchez is a frequent university lecturer with a wealth of hands-on experience in the fields of big data and artificial intelligence. Over the years, he?s had extensive experience with leading data-centric companies like Dhatim, Geoblink and others and is a frequent AI consultant to CGI, IVADO Labs and other Canadian industry leaders. In addition to his practical experience, Adrian is a tutor and learning facilitator for MIT Sloan's executive AI & Blockchain course""."
49777,"*VID*
*KEYB*
If you want something done, you've got to do it yourself, right? Wrong. 
Company resources are increasingly limited. And, as a manager, it?s possible you're constantly solicited and simply can't keep up. You know that teamwork and professional development are vital. So the next step to solving the resource crunch is delegation. Done properly, it's an asset to any organization. Sophie Lemieux?s workshop will explore the constraints and opportunities related to delegation. She'll teach you effective techniques and processes to mobilize employees and prepare them for their new responsibilities. The art of delegation is knowing how to control an outcome without falling into micromanagement and perfectionism and Sophie will show you how.
*CNT*
This workshop will empower you to:
?	Understand the importance of effective delegation;
?	Establish when and how to delegate properly;
?	Experiment with the dos and don?ts;
?	Build your own delegation plan of action, applicable immediately in your workplace.
*APP*
This online workshop is based on co-active coaching, conscious leadership, team performance coaching and case studies. In short, you?ll grow professionally by mastering your ability to learn, work and be productive remotely.
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
?	Employees.
?	Entrepreneurs.
?	Managers.
?	Project managers.
?	Self-employed professionals who want to grow their company.
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization. 

We're flexible. That means workshops can be customized for corporate groups and offered on the date of your choosing, in your office or in one of our campus locations.
*ADD*
1)	Registration fee includes electronic course materials. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full.
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act).
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Sophie_Lemieux.jpg|Sophie Lemieux]
<b>Sophie Lemieux</b>, 
MBA |  C.Adm. |C.M.C.

President of Solem Management, Sophie Lemieux is a member of the Chartered Administrators of Québec (C.Adm.). She holds an MBA, a Certified Management Consultant title (C.M.C) and a Registered Corporate Coach title (RCC TM). She has over 15 years of experience in the management of multidisciplinary teams, project management, training & coaching and business development. Simply put, Sophie will help you amp up your game.  She's also an excellent delegator and if you're lucky, she'll delegate to you."
49778,"*VID*
*KEYB*

Sorry, but you can't add an infinite number of hours to your work day. What you can do is use the hours you have more effectively. And that's exactly what you'll learn to do in this one-day workshop led by management professional Sophie Lemieux. With her help, you'll gain practical skills and solutions that will help you analyze your goals, priorities and interruptions. You'll also develop workable strategies to manage your time as efficiently as possible. Sound like something you should add to your to-do list? Quick. Time's ticking...

*CNT*
This workshop will empower you to:
?	Develop a concrete, personalized time-management methodology;
?	Learn how to manage interruptions, priorities and emergencies;
?	Hone your time-management reflexes and adapt them to the realities of the workplace.
*APP*
This online workshop is based on co-active coaching, conscious leadership, team performance coaching and case studies. In short, you?ll grow professionally by mastering your ability to learn, work and be productive remotely. 
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
?	Employees seeking professional growth and success.
?	Managers, entrepreneurs and self-employed professionals who want to who want to improve their efficiency in the workplace.
?	Anyone who wants to improve their ability to deal with multiple priorities.
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization. 

We're flexible. That means workshops can be customized for corporate groups and offered on the date of your choosing, in your office or in one of our campus locations.
*ADD*
1)	Registration fee includes electronic course materials. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full.
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act).
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Sophie_Lemieux.jpg|Sophie Lemieux]
<b>Sophie Lemieux</b><br>
MBA |  C.Adm   |   C.M.C.

President of Solem Management, Sophie Lemieux is a member of the Chartered Administrators of Québec. She holds an MBA, a Certified Management Consultant title (C.M.C) and a Registered Corporate Coach title (RCC TM), all of which make her one of the strongest Management consultants in Québec. She has over 15 years of experience in the management of multidisciplinary teams, project management, training & coaching and business development."
