CourseId,Title,Subject,Number,Description,seeAlso,Topic,Outline
49779,Design Thinking for Powerful Strategic Planning (Online),CEPS,1084EO,"*VID*
*KEYB*

Just winging it, eh? Good luck with that! Proper strategic planning is the key to success in the realization of just about any project. But what if you could go one step further to create a plan that really has impact? You can. Just sign up for this workshop with industry pro Nancy Lahaie! You'll learn the essentials of analyzing and strategizing like identifying your ideal customers and market drivers; how to plan effectively to impact customer experience; and how to measure, adjust and improve. If you want to maximize the impact of your strategic plans, we've got a plan: enroll in this workshop.
*CNT*
This workshop will empower you to:
?	Familiarize yourself with the steps involved in the strategic-planning process;
?	Understand the information required to build a thorough situational analysis;
?	Build strategies and an execution plan aligned with achievable KPIs (key performance indicators);
?	Measure marketing activities to maximize the budget and improve efforts.
*APP*
This online workshop is based on co-active coaching, conscious leadership, team performance coaching and case studies. In short, you?ll grow professionally by mastering your ability to learn, work and be productive remotely.
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
?	Managers and employees who want to broaden their career horizons through professional growth.
?	Entrepreneurs who want to build stronger, more sustainable companies.
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization. 

We're flexible. That means workshops can be customized for corporate groups and offered on the date of your choosing, in your office or in one of our campus locations.
*ADD*
1)     Registration fee includes electronic course materials. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full.
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act).
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Nancy_Lahaie_LOWREZ2.JPG|Nancy Lahaie]
<b>Nancy Lahaie</b>, B.Sc., McGill
Nancy is a seasoned pro with more than 20 years of marketing experience in creating and growing powerful brands with innovative strategies. She is recognized for her ability to build, mobilize and engage multi-disciplinary teams around a project, a vision and company objectives. Over the years, she has worked with both in B2B and B2C markets, in large multi-national organizations as well as small & medium enterprises (SMEs). She's an experienced consultant who that has helped companies maximize their commercial potential and she can help you elevate your brand experience.",,,
49780,Introduction to Google Analytics (Online),CEPS,1085EO,"*VID*
*KEYB*

Great-looking site. So why is nobody visiting? Well, there's an easy way to find out and it starts with signing up for this one-day Google Analytics workshop with expert marketer and teacher, Tarek Riman. In it, you'll learn the fundamentals of this vital tool, one of the most in-demand job skills in the next 10 years. Read and analyze data, customize reports based on specific business and marketing needs, develop and optimize marketing campaigns... these are just a few of the hands-on skills you'll gain. Ready to up your marketing game? Google Analytics is the way!

*CNT*
This workshop will empower you to:
?	Learn how to navigate, create, customize and use Google Analytics for companies, clients, start-ups and personal projects;
?	Manage and optimize search, social and digital marketing campaigns more effectively and efficiently using Google Analytics;
?	Use Google Analytics effectively as a tool to aid in your business and marketing decision-making.
*APP*
This workshop is based on an optimized practical approach that mixes active learning and theory with real-world applications, hands-on exercises and group activities. In short, you?ll learn by doing and sharing. 
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
?	Anyone who wants to understand how Google Analytics works.
?	Anyone who wants to improve the effectiveness of and drive more traffic to a website.
?	Marketers, PR professionals, entrepreneurs, business-owners and others who want to make concrete use of Google Analytics.
?	Website design students or others who want to improve their marketability or job-search prospects.
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization. 

We're flexible. That means workshops can be customized for corporate groups and offered on the date of your choosing, in your office or in one of our campus locations.
*ADD*
1)	Registration fee includes electronic course materials. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full.
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act).
4)     You need to bring your laptop to attend.
5)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Tarek_Riman.jpg|Tarek Riman]
<b>Tarek Riman</b>, BBA
Tarek is the founder of Cap.TaiM, a digital marketing agency that has worked with 100+ agencies, SMBs and Fortune 500s. He holds 30+ certifications in digital marketing. He's also the founder of Montrealtips.com, a Montreal-focused blog that raises funds for the UN Refugee Agency, Montreal Children?s Hospital and other vital causes. Tarek is also involved with NGOs and charities in Canada and worldwide. He is a regular contributor to Thrive Global, Huffington Post and Social Media Today, as well as the Amazon international bestselling author of The Camino Within - We are not lost; we are just not familiar yet. If you want to understand Google Analytics, this workshop is for you.",,,
49781,Creative Leadership (Online),CEPS,1031EO,"*VID*
*KEYB*
How can you be more productive? How can you innovate? Building a creativity process is more than ever a key skill required for every professional. It is not easy to gather a team and have them create and innovate. Not to worry, Sophie Lemieux can help. In this workshop, she'll give you strategies to stimulate your creativity and apply it in day-to-day managerial tasks. You will discover new powerful tools to bring the imagination of key team players even further than you could have imagined yourself.
*CNT*
This workshop will empower you to:
?	Learn today?s definition and standards of creativity and success;
?	Identify key factors and tools that impede creativity;
?	Practice and integrate proven methods to stimulate creativity in work-related0 situations;
?	Establish a daily creative routine to identify and apply personal strategies in the workplace.
*APP*
This online workshop is based on co-active coaching, conscious leadership, team performance coaching and case studies. In short, you?ll grow professionally by mastering your ability to learn, work and be productive remotely.
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
?	Managers. 
?	Project managers. 
?	Entrepreneurs who want to make an impact in their workplace.
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization. 

We're flexible. That means workshops can be customized for corporate groups and offered on the date of your choosing, in your office or in one of our campus locations.
*ADD*
1)	Registration fee includes electronic course materials. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act).
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Sophie_Lemieux.jpg|Sophie Lemieux]
Sophie Lemieux
MBA |  C.Adm. |C.M.C.

President of Solem Management, Sophie Lemieux is a member of the Chartered Administrators of QuÃ©bec (C.Adm.). She holds an MBA, a Certified Management Consultant title (C.M.C) and a Registered Corporate Coach title (RCC TM). She has over 15 years of experience in the management of multidisciplinary teams, project management, training & coaching and business development. Sophie will bring your creativity to a new level.",,,
49782,Building your Coaching and Mentoring Skills (Online),CEPS,1024EO,"*VID*
*KEYB*
The pace of change in the workplace is frenzied and it's accelerating daily. Managers are responsible for ever-greater numbers of employees. So how do you make the most of your limited human resources? With Coaching and mentoring. These collaborative processes are effective ways of developing your staff's skills and abilities, boosting performance and effectively dealing with issues before they become performance problems. In her workshop, Jane Reichman Van Toch will help you discover your personal coaching style, build your effectiveness as a coach and practice specific feedback and coaching skills to help you and your colleagues succeed immediately in your daily work tasks.
*CNT*
This workshop will empower you to:
?	Gain a better understanding of effective mentoring and coaching skills and the fundamental differences between them;
?	Understand how those two disciplines can build trust and collaborative relationships in your workplace;
?	Improve awareness of your own coaching style;
?	Build your skills in giving constructive and positive feedback;
?	Work with an effective coaching model.
*APP*
This online workshop is based on co-active coaching, conscious leadership, team performance coaching and case studies. In short, you?ll grow professionally by mastering your ability to learn, work and be productive remotely.
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
?	Managers who want to give more effective feedback to employees
?	Individuals who are interested in better understanding themselves as coaches/mentors

We're flexible. That means workshops can be customized for corporate groups and offered on the date of your choosing, in your office or in one of our campus locations.
*ADD*
1)	Registration fee includes electronic course materials. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full.
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act).
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Jane_Reichman.png|Jane Reichman]
<b>Jane Reichman Van Toch</b>, BCL., LL. B, MA

Jane Reichman Van Toch is a specialist in strengthening individual, team and organizational performance. She has over 25 years of professional practice within private and public organizations and institutions of higher education. She began her career as a practicing lawyer in the private sector, later transitioning to the role of educator/consultant in the areas of leadership, emotional intelligence and organizational development. Today, Jane provides training in leadership, emotional intelligence, performance management, coaching and mentoring, change management, conflict management, stress management, group dynamics and facilitation and teamwork. Let Jane coach you so you can coach others.",,,
49783,PRESENTING LIKE A PRO (ONLINE),CEPS,1100EO,"*VID*
*KEYB*

All eyes are on you. This is it: your big chance to keep them captivated and make your point. Are you up to it? Not yet? Well, if you take this workshop you will be. In one richly rewarding day, you?ll learn the best practices in structuring a presentation, engaging your audience and holding their attention, injecting humour, storytelling, dealing with nerves and stress, controlling your body language and much more. It?s simple: if you want to feel more in control in front of an audience no matter what you have to say, this is the place to start. Feeling ready now?

*CNT*
This training will enable you to:
?	Unlock your unique style as a presenter and communicator and use it to maximize your professional presence and help you reach your goals;
?	Integrate best practices in presentations and avoid distracting habits;
?	Learn how to structure content according to objectives, audience and content (OAC framework).
*APP*
This online workshop is based on co-active coaching, conscious leadership, team performance coaching and case studies. In short, you?ll grow professionally by mastering your ability to learn, work and be productive remotely.
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
?	Anyone who has to present their work or ideas and wants to improve their skills. That means you.
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization.
All workshops can be customized for corporate groups. They can be offered on the date of your choosing, in your office or in one of our campuses.
*ADD*
1)	Registration fee includes electronic course materials. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full.
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act).
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Kathryn_Peterson.jpg|Kathryn Peterson]
<b>Kathryn Peterson</b>, 
Think on your feetÂ® | Skilled Presenter? | HBDIÂ®| PassionWorks?
Known for her dynamic approach during training activities, conferences and coaching sessions, Kathryn Peterson?s fields of expertise are communication, presentation skills and stress management. She has many years of experience working as a counsellor with a wide range of individuals and groups. She is the author and publisher of the popular book, ??OSER avec ceux qui nous compliquent la vie?? (Daring with people who complicate our lives), among others. Join Kathryn in this one-day workshop and let her guide you along the path to effective presenting.",,,
49784,Communicate Effectively While Working Remotely (Online),CEPS,1112EO,"*VID*
*KEYB*

Whether you need to provide information, influence coworkers or make decisions, mastering efficient communication techniques is essential in every work environment. Knowing and understanding others and ourselves is definitely a key for an effective exchange of information. The importance of non-verbal communication is also undeniable. 

In that context, what happens when you are working with remote team members? When should you meet online? Should you send an email? Should you pick up the phone? How should you introduce new employees to the rest of the team? Why did that online meeting feel so difficult?

This training, mastered by Benoit Lamontagne will attempt to answer these questions and so much more. 
*CNT*
This training will enable you to:
?	Understand the basic principles of effective communication;
?	Gain self-awareness about your personal behavior and preferences;
?	Adapt your communications to facilitate communication based on remote team members? preferences;
?	Develop strategies to optimize communications while working with remote coworkers;
?	Learn how to properly prepare for an online meeting and some techniques that can be used enhance communication.
*APP*
This online workshop is based on co-active learning, theoretical information, real-world examples and case studies. In short, you?ll grow professionally by mastering your ability to learn, work, be productive and better communicate remotely.
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
?	Anyone, because let?s be honest, everyone needs to communicate and at the moment, it?s mostly being done remotely;
?	Employees facing conflictual situations with peers or with superiors while communicating; 
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization.

We're flexible. That means workshops can be customized for corporate groups and offered on the date of your choosing, remotely, in your office or in one of our campus locations.
*ADD*
1)	Registration fee includes electronic course materials. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act).
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Photo_Benoit_Lamontagne.jpg|Benoit Lamontagne]
<b>Benoit Lamontagne</b><br>
Ing., Adm.A., Candidat MBA, Candidat C.M.C.
Benoit is an electrical engineer and a member of both the Ordre des IngÃ©nieurs du QuÃ©bec (OIQ) and the Chartered Administrators of QuÃ©bec (C.Adm.) who has worked in the aerospace industry, in the field of avionics product development, for over 13 years. During that time, BenoÃ®t developed an expertise in project management, continuous improvement and leading organizational transformations.",,,
49785,Multiply and Extend your Leadership (Online),CEPS,1113EO,"*VID*
*KEYB*

The concept of leadership has already been analyzed and exploited inside and out, yet one question remains: Are we really a leader if we haven?t ?created? a leader ourselves? What assets must a leader have in order to be able to multiply his leadership and extend it to other resources? What do we need to develop on a daily basis and how to go about it?

This training will help you develop your ability to create leaders around you and will lay the foundations for the multiplication of your leadership. 
*CNT*
This training will enable you to:
?	Define what a leadership multiplier is and what needs to be done to get to this point in your career;
?	Develop an approach allowing the multiplication of your leadership style and skills; 
?	Create a personalized action plan to create leaders around you.
*APP*
This online workshop is based on co-active coaching, conscious leadership, team performance coaching and case studies. In short, you?ll grow professionally by mastering your ability to learn, work, be productive and of course, lead.
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
?	Anyone looking to pass their leadership skills on;
?	Business owners looking to form and coach their replacements when selling their business; 
?	Managers looking to craft and create new managerial talents;
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization.
We're flexible. That means workshops can be customized for corporate groups and offered on the date of your choosing, in your office or in one of our campus locations.
*ADD*
1)	Registration fee includes electronic course materials. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act).
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Sophie_Lemieux.jpg|Sophie Lemieux]
Sophie Lemieux
MBA |  C.Adm. |C.M.C.

President of Solem Management, Sophie Lemieux is a member of the Chartered Administrators of QuÃ©bec (C.Adm.). She holds an MBA, a Certified Management Consultant title (C.M.C) and a Registered Corporate Coach title (RCC TM). She has over 15 years of experience in the management of multidisciplinary teams, project management, training & coaching and business development. Join Sophie's team for this workshop and discover the meaning of synergy.",,,
49786,Creating Value with Machine Learning (Online),CEPS,1114EO,"*VID*
*KEYB*

Expectation versus reality! This is one of the key aspects for organizations around the world to succeed during the ideation, launch and implementation of their new Artificial Intelligence initiatives. 

Will adequate machine learning and deep learning be easily achievable? Unfortunately, no. Gartner predicts that 85% of AI projects will fail by 2022. Is there a solution? Yes! This workshop is a realistic and pragmatic discussion on how to approach your next AI-based project, to properly roadmap your implementation and to plan required resources.

Concretely, this workshop is an accelerated immersion: you will learn about the key aspects of both machine learning and deep learning, and their current industry applications.
*CNT*
This training will enable you to:
?	Identify the different kinds of AI technologies and available tools to create realistic, short-term value;
?	Understand the technical differences between machine learning and deep learning technologies;
?	Find the fit between an organization?s strategic goals and the potential value generated by AI projects;
?	Define a framework to approach the ideation and launch phases of future AI projects.
*APP*
This business-oriented workshop is based on fundamental theories and industry case studies taken from large data-driven companies. In short, you?ll learn by reading, thinking and doing. Case readings and AV material are drawn from current topics and recent news/events. 
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
If your area of expertise is on the following list, you could benefit greatly from this workshop: 
?	Data-oriented professionals;
?	Consultants;
?	Data strategists;
?	Business analysts;
?	Business professionals in technology-oriented projects;
?	IT professionals;
?	Students;
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization.

All workshops can be customized for corporate groups. They can be offered on the date of your choosing, in your office or in one of our campuses.
*ADD*
1)	Registration fee includes electronic course materials. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act)
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Adrian_Gonzalez_Sanchez_photo.jpg|Adrian Gonzales Sanchez]
<b>Adrian Gonzalez Sanchez</b>, 
M.Sc. (Mobile Communications), M.B.A. | Telematics Engineer, Senior Consultant on Artificial Intelligence and Blockchain Technology, Certified Scrum Product OwnerÂ® (CSPO)
Adrian Gonzalez Sanchez is a frequent university lecturer with a wealth of hands-on experience in the fields of big data and artificial intelligence. Over the years, he?s had extensive experience with leading data-centric companies like Dhatim, Geoblink and others and is a frequent AI consultant to CGI, IVADO Labs and other Canadian industry leaders. In addition to his practical experience, Adrian is a tutor and learning facilitator for MIT Sloan's executive AI & Blockchain course"".",,,
49787,Communicative Leadership (Online),CEPS,1115EO,"*VID*
*KEYB*

One of leadership?s key success factor is communication. This is particularly true in the new normal world we are living in. We have seen leaders, around the world, stand up and use this powerful tool in recent weeks.  Some more effectively than others. What makes the difference? How do you effectively inspire people, promote innovative ideas, or even deal with difficult situations? In this workshop, we will look at how to effectively construct communications and how you can elevate your leadership through communication. Furthermore, we will dive into communication leadership styles and help you identify your own. 
*CNT*
This training will enable you to:
?	Become familiar with the essential steps to any effective communication; 
?	Learn to adapt communication to different circumstances;
?	Assess your communication and leadership style;
?	Use communication to highlight your leadership qualities;
?	Strengthen and enhance your communication skills;
?	Discover your strengths and areas of improvement in your communication habits.
*APP*
This online workshop is based on co-active coaching, conscious leadership, team performance coaching and case studies. In short, you?ll grow professionally by mastering your ability to learn, work and be productive remotely.
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
?	Anyone who?s interested to develop a new behavioural skill;
?	Anyone looking to increase the quality of their communications;
?	Managers and business owners who wants to improve their managerial and coaching skills;
?	Managers and business owners looking to support and mobilize their teams both personally and professionally;
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization.

We're flexible. That means workshops can be customized for corporate groups and offered on the date of your choosing, in your office or in one of our campus locations.
*ADD*
1)     Registration fee includes electronic course materials. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full.
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act).
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Nancy_Lahaie_LOWREZ2.JPG|Nancy Lahaie]
<b>Nancy Lahaie</b>, B.Sc., McGill
Nancy is a seasoned pro with more than 20 years of marketing experience in creating and growing powerful brands with innovative strategies. She is recognized for her ability to build, mobilize and engage multi-disciplinary teams around a project, a vision and company objectives. Over the years, she has worked with both in B2B and B2C markets, in large multi-national organizations as well as small & medium enterprises (SMEs). She's an experienced consultant who that has helped companies maximize their commercial potential and she can help you elevate your brand experience.",,,
49788,Vulnerability and Courage in the Workplace (Online),CEPS,1120EO,"*VID*
*KEYB*

There are many misconceptions out there about vulnerability and its place in work environments. The truth is, it takes real strength to be vulnerable, but the payoff is huge. When we can drop all our fears, limiting beliefs and self-preservative behaviors, we show up with openness and authenticity, inspire others to do the same, and cultivate cultures of trust that continually take organizations to higher levels. Vulnerability can potentially allow dealing with difficult conversations, owning mistakes and learning from them, embracing unique strengths and talents, never worrying about what others might think or say? The possibilities vulnerability brings are endless. Sounds like a no-brainer? What if we told you there is a simple way to make all of this happen? The only thing to do to grasp the power of vulnerability is to sign up to Melissa Dawn?s online workshop. 
*CNT*
This training will enable you to:

?	Understand how vulnerability creates cultures of trust, respect, openness, creativity, innovative problem solving, high engagement and lower turnover;
?	Discover the leadership power that exists within vulnerability, its critical role in authenticity and the possibility to uncover your inner leader;
?	Apply strategic principles of vulnerability in the workplace that create safe spaces for supportive collaboration;
?	Explore your own triggers and personal limitations and design strategies to overcome them with courage;
?	Develop powerful communication skills that take professional relationships to new heights and inspire others to communicate with vulnerability and courage in order to prioritize business success.
*APP*
This online workshop is based on co-active coaching, conscious leadership, team performance coaching and case studies. In short, you?ll grow professionally by mastering your ability to learn, work, be productive and be vulnerable.
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
?	Anyone who?s interested to develop a new behavioural skill;
?	Managers and business owners who wants to improve their managerial and coaching skills;
?	Managers and business owners looking to support and mobilize their teams both personally and professionally;
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization.
All workshops can be customized for corporate groups. They can be offered on the date of your choosing, in your office or in one of our campuses.
*ADD*
1)	Registration fee includes electronic course materials. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act).
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Melissa_Dawn.jpg|Melissa Dawn]
<b>Melissa Dawn</b>,  
Founder and CEO of Your Life
Melissa is a renowned speaker, author and coach certified by the International Coaches Federation as a Certified Professional Co-Active Coach (CPCC); a Professional Certified Coach (PCC); and a Certified Team Performance Coach (CTPC). She holds a B.Comm. degree, is a regular contributor to the Huffington Post, Thrive Global and Entrepreneur; and is regularly featured on leading podcasts, radio and television programs. She is the author of the bestselling book, I Attract What I Am, and was recently named one of Hubspot?s Best Coaching Services worldwide for 2019.",,,
49789,The Art of AI Consulting (Online),CEPS,1116EO,"*VID*
*KEYB*

Ever heard of AI consulting? If your answer is no, it makes a lot of sense because Artificial Intelligence consulting is a new field and a great source of work opportunities. An increasing number of companies like McKinsey, BCG Gamma, IVADO Labs, Element AI and many others around the world are providing big and small adopter companies with specialized services that will enable their AI activities, closing the gap between their business needs and technical opportunities.

This workshop aims to help attendees to build ?trusted advisor? skills and it focuses on the implementation of strategic frameworks to identify, prioritize, plan and justify potential AI use cases with clients, based on their industry, needs and available resources. The best part of this workshop? The uber-experienced and highly qualified trainer, Adrian Gonzalez Sanchez, will gladly answer all your questions.
*CNT*
This training will enable you to:
?	Implement a 360-degree AI strategic consulting framework to support client activities;
?	Apply a series of industry-proven techniques to organize the required information and work with clients to identify the most suitable AI use cases;
?	Identify the main areas of professional development to become a trusted advisor for adopter clients, with a well-balanced combination of technical and business knowledge.
*APP*
This business-oriented workshop is based on fundamental theories and industry case studies taken from large data-driven companies. In short, you?ll learn by reading, thinking and doing. Case readings and materials are drawn from current topics and recent news/events. 
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
If your area of expertise is on the following list, you could benefit greatly from this workshop: 
?	Consultants; 
?	Project managers;
?	Product owners;
?	Data-oriented professionals and strategists;
?	Business intelligence analysts;
?	Business professionals in technology-oriented projects;
?	IT professionals;
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization.

All workshops can be customized for corporate groups. They can be offered on the date of your choosing, in your office or in one of our campuses.
*ADD*
1)	Registration fee includes electronic course materials. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act)
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Adrian_Gonzalez_Sanchez_photo.jpg|Adrian Gonzales Sanchez]
<b>Adrian Gonzalez Sanchez</b>, 
M.Sc. (Mobile Communications), M.B.A. | Telematics Engineer, Senior Consultant on Artificial Intelligence and Blockchain Technology, Certified Scrum Product OwnerÂ® (CSPO)
Adrian Gonzalez Sanchez is a frequent university lecturer with a wealth of hands-on experience in the fields of big data and artificial intelligence. Over the years, he?s had extensive experience with leading data-centric companies like Dhatim, Geoblink and others and is a frequent AI consultant to CGI, IVADO Labs and other Canadian industry leaders. In addition to his practical experience, Adrian is a tutor and learning facilitator for MIT Sloan's executive AI & Blockchain course"".",,,
49790,Project Management for Remote Teams (Online),CEPS,1117EO,"*VID*
*KEYB*

We evolve in highly productive, technologically savvy environments. Phones, applications and online conferences provide many alternatives when it comes to coordinating with other team members and overseeing the progression projects.

Nevertheless, when working with remote teams, project managers must often deal with an overall feeling of lack of control due to difficulty measuring performance of teams and the inability to quickly acquire all the information required to take decisions.  Managing remotely requires project managers to think differently, adapt their managerial skills and take proper advantage of available technology.

This online training is for individuals who are managing projects with remote or hybrid teams looking to improve their management skills and efficiency.
*CNT*
This training will enable you to:
?	Understand how to adapt the main activities of the project management life cycle (planning, executing and controlling);
?	Gain knowledge of the tools that can be used to visualize and optimize project activities;
?	Develop strategies to improve communication skills;
?	Discover innovative ways to develop team member?s leadership.
*APP*
This online workshop is based on co-active learning, theoretical information, real-world examples and case studies. In short, you?ll grow professionally by mastering your ability to learn, work and be productive through remote project management.
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
?	Project Managers;
?	Business owners;
?	Team leads; 
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization.

We're flexible. That means workshops can be customized for corporate groups and offered on the date of your choosing, in your office or in one of our campus locations.
*ADD*
1)	Registration fee includes electronic course materials.
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full.
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act).
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Photo_Benoit_Lamontagne.jpg|Benoit Lamontagne]
<b>Benoit Lamontagne</b><br>
Ing., Adm.A., Candidat MBA, Candidat C.M.C.
Benoit is an electrical engineer and a member of both the Ordre des IngÃ©nieurs du QuÃ©bec (OIQ) and the Chartered Administrators of QuÃ©bec (C.Adm.) who has worked in the aerospace industry, in the field of avionics product development, for over 13 years. During that time, BenoÃ®t developed an expertise in project management, continuous improvement and leading organizational transformations.",,,
